CustNum,FirstName,LastName,City,State_Region,Country
CN005977,Indu,Wilson,Bridgeport,Connecticut,United States
CN005980,Bich,Tomek,Queens,New York,United States
CN005991,Lennart,de León,Ontario,California,United States
CN005992,Åšani,Lanctot,Winston-Salem,North Carolina,United States
CN005993,Cuc,Arslan,Kirksville,Missouri,United States
CN005994,Marvel,Hunter,Bakersfield,California,United States
CN005998,Angelina,Lippmaa,Bridgeport,Connecticut,United States
CN006002,Claudia,Little,Reno,Nevada,United States
CN006006,Prasanna,Trenary,San Francisco,California,United States
CN006008,Prasert,Mazumdar,Miami,Florida,United States
CN006009,Gulzar,Ghatak,Levittown,New York,United States
CN006010,Matilde,Travis,Vancouver ,British Columbia,Canada
CN006012,Kyle,Campbell ,Sacramento,California,United States
CN006021,Jules,Desmet ,Antwerp,Antwerp,Belgium
CN006023,Abhaya,Rodriguez,McKinney,Texas,United States
CN006026,Naveed,Oh,Plains,Georgia,United States
CN006033,Lalit,Cooper,Alcoa,Tennessee,United States
CN006036,Badanika,Gomez,Santa Clarita,California,United States
CN006043,Mina,Seymour,Phoenix,Arizona,United States
CN006046,Hanna,Krämer,Hof,Bayern,Germany
CN006048,Lien,Robinson,Buffalo,New York,United States
CN006049,Debraj,Hernandez,Jacksonville,Florida,United States
CN006052,Ayden,de Haan,Delft,Zuid-Holland,Netherlands
CN006053,Alex,Webster ,Oakland,California,United States
CN006055,Rafael,Böhm,Brandenburg an der Havel,Brandenburg,Germany
CN006062,Tara,Campbell,Knoxville,Tennessee,United States
CN006063,Marco,Bautista,Auburn,New York,United States
CN006066,Alessandra,Núñez,Parma,Ohio,United States
CN006070,Clara,Stöger,Wien,Wien,Austria
CN006072,Crina,La,Jacksonville,Florida,United States
CN006073,Yi,Sal,Klamath Falls,Oregon,United States
CN006076,Elias,Gasser,Wien,Wien,Austria
CN006082,Zala,Saowaluk,Anaheim,California,United States
CN006092,Wander,Dávila,Amarillo,Texas,United States
CN006095,Maria,Schulte,Potsdam,Brandenburg,Germany
CN006100,Wolfgang,Albrecht,Memmingen,Bayern,Germany
CN006102,Gundega,Sonkar,Salem,Oregon,United States
CN006105,Damyanti,Marín,Miami,Florida,United States
CN006110,Parveen,Vong,Orlando,Florida,United States
CN006112,Chau,Ansman-Wolfe,Napa,California,United States
CN006113,Wolfgang,Fröhlich,Wien,Wien,Austria
CN006114,Noel,Vanderhyde,New York,New York,United States
CN006118,Verena,Ball,Moedling,Niederösterreich,Austria
CN006120,Maria,Petrovic,Kindberg,Steiermark,Austria
CN006123,Aet,Salgado,Laredo,Texas,United States
CN006126,Wendelin,Mayr,Wels,Oberösterreich,Austria
CN006134,Ilgonis,James,San Jose,California,United States
CN006141,Emine,Kongpaisarn,Owensboro,Kentucky,United States
CN006142,Ondrej,Ayhan,Boston,Massachusetts,United States
CN006144,Ngon,Kivi,Andalusia,Alabama,United States
CN006148,Mohini,Pisani,Salem,Oregon,United States
CN006149,Alejandro,Prabh,Palm Springs,California,United States
CN006154,Arnab,Jones,Fort Worth,Texas,United States
CN006161,Anupam,Nishad,Somerville,New Jersey,United States
CN006162,Mary,Adams,Des Moines,Iowa,United States
CN006172,Lennox,Evans ,Indianapolis,Indiana,United States
CN006181,Amit,De La Rosa,Menlo Park,California,United States
CN006182,Amanda,Vasquez,Holland,Michigan,United States
CN006189,Abel,Lucescu,New York,New York,United States
CN006197,Paola,Lozano,Arlington,Texas,United States
CN006199,Izabella,Code,Aurora,Colorado,United States
CN006202,Jolie,Dijkstra ,Utrecht,Utrecht,Netherlands
CN006204,Flora,Tran,Bridgeport,Connecticut,United States
CN006207,Elías,Smets ,Brussels,Brussels-Capital,Belgium
CN006211,Mercer,Myers,Corpus Christi,Texas,United States
CN006220,Vitezslav,Wright,Mankato,Minnesota,United States
CN006225,Wilhelmina,Williams,Lubbock,Texas,United States
CN006227,Nguyet,Karnik,Carrollton,Georgia,United States
CN006230,Lance,Abraham,Virginia Beach,Virginia,United States
CN006231,Ratnam,Morales,San Diego,California,United States
CN006233,Jyoti,Barbariol,Aurora,Illinois,United States
CN006238,Dattu,Jiménez,Los Angeles,California,United States
CN006240,Samuel,Bender,Lafayette,Louisiana,United States
CN006247,Filip,Aasmae,Oklahoma City,Oklahoma,United States
CN006258,Finn,Knoll,Wien,Wien,Austria
CN006259,Zuzana,Turner,Louisville,Kentucky,United States
CN006262,Rowena,Garcia,Chesapeake,Virginia,United States
CN006263,Elias,Bagchi,Brooklyn,New York,United States
CN006264,Mark,Shand,Knoxville,Tennessee,United States
CN006272,Carla,Hartwig,Goshen,Indiana,United States
CN006274,Corneliu,Perry,Springfield,Missouri,United States
CN006275,Ivo,Carpenter,Chicago,Illinois,United States
CN006277,Severins,Smith,Spokane,Washington,United States
CN006284,Lea,Burgstaller,Wien,Wien,Austria
CN006288,Chandran,Monty,Oceanside,California,United States
CN006289,Linda,Harris,Mayfield,Kentucky,United States
CN006290,Noemi,Lustenberger,Cully,Vaud,Switzerland
CN006300,Zbynek,Majumdar,Johnson City,Tennessee,United States
CN006306,Halit,Dudenhoefer,Portland,Oregon,United States
CN006307,Indu,Cao,Santa Ana,California,United States
CN006309,Sandia,Green,Minneapolis,Minnesota,United States
CN006314,Vallo,Karaca,Fayetteville,North Carolina,United States
CN006318,Gabriele,Valentini ,Tivoli,Lazio,Italy
CN006323,Dayaram,Astrom,Irvine,California,United States
CN006324,Sarah,Haberl,Wien,Wien,Austria
CN006328,Giulia,Schneider,Amsterdam,Noord-Holland,Netherlands
CN006331,Dana,LuÄic,Kansas City,Missouri,United States
CN006335,Saraswati,Vacha,Milwaukee,Wisconsin,United States
CN006339,Ema,Richardson,Atlanta,Georgia,United States
CN006341,Arto,Hughes,Port Angeles,Washington,United States
CN006343,Hemchandra,Watson,Irvine,California,United States
CN006347,Bala,Sharma,Atlanta,Georgia,United States
CN006351,Monika,Johansson,San Jose,California,United States
CN006352,Anuj,Jakobsson,Seattle,Washington,United States
CN006356,Dattaatraeya,Bhamidipati,San Jose,California,United States
CN006359,Emilia,Ward,Milwaukee,Wisconsin,United States
CN006367,Kahkushan,Ly,Knoxville,Tennessee,United States
CN006374,Thomas,Franke,Aalen,Baden-Württemberg,Germany
CN006383,Hathai,Jackson,Salina,Kansas,United States
CN006388,Taner,Matondkar,Highland Park,Illinois,United States
CN006390,Birol,Rozitis,San Francisco,California,United States
CN006393,Bindo,Genovesi,Roma,Lazio,Italy
CN006394,Spencer,Turner,Lubbock,Texas,United States
CN006395,Abhra,Shergill,Louisville,Kentucky,United States
CN006399,Uma,Hua,Alma,Michigan,United States
CN006407,Dunja,Bandopadhyay,Milwaukee,Wisconsin,United States
CN006414,Michael,Dillard,Calgary,Alberta,Canada
CN006421,Olya,Brown,Haddonfield,New Jersey,United States
CN006426,Darakhshan,Córdova,Los Angeles,California,United States
CN006428,Alexandre,Ogisu,Los Angeles,California,United States
CN006429,Youssef,Davis,Spokane,Washington,United States
CN006436,Kilian,Schreiner,Wien,Wien,Austria
CN006447,Arunima,Hopkins,Fremont,California,United States
CN006448,Pavel,Howard,Milwaukee,Wisconsin,United States
CN006455,Mahendra,Abolrous,Lafayette,Louisiana,United States
CN006457,Jiri,Yu,Detroit,Michigan,United States
CN006461,Constanta,Srbova,Madison,Wisconsin,United States
CN006465,Magdalena,Hunter,Boston,Massachusetts,United States
CN006472,Konstantin,Hölzl,Klagenfurt,Kärnten,Austria
CN006473,Noah,Montgomery,Raleigh,North Carolina,United States
CN006480,Sylvie,Altman,Mesa,Arizona,United States
CN006489,Asha,Wongsawat,Portland,Oregon,United States
CN006490,Jaya,Reiter,Springfield,Missouri,United States
CN006494,Jasmin,Lorenz,Feldbach,Steiermark,Austria
CN006499,Anete,Nusbaum,Massillon,Ohio,United States
CN006510,Petr,Oravec,Indianapolis,Indiana,United States
CN006512,Daniela,Abbas,New York,New York,United States
CN006513,Kunal,Cetinok,Los Angeles,California,United States
CN006514,Christian,Feichtinger,Wien,Wien,Austria
CN006515,Duangrat,Ricci,Phoenix,Arizona,United States
CN006516,Ella,Wood,Rochester,New York,United States
CN006522,Deviprasad,Trujillo,Winston-Salem,North Carolina,United States
CN006523,Charley,Peterson,Durham,North Carolina,United States
CN006528,Lucie,Miller,Boise,Idaho,United States
CN006535,Tess,Raheem,Bridgeport,Connecticut,United States
CN006537,Vanessa,Butler ,Hialeah,Florida,United States
CN006538,Guglielmo,Gentilcore,Roma,Lazio,Italy
CN006540,Aija,Mohan,Champaign,Illinois,United States
CN006541,Sanjay,Liu,Milwaukee,Wisconsin,United States
CN006542,Peter,Alston,Calgary,Alberta,Canada
CN006544,Christa,Pucher,Wolfsberg,Kärnten,Austria
CN006545,Hoc,Horackova,Bridgeport,Connecticut,United States
CN006548,Christian,Windisch,Sankt Polten,Niederösterreich,Austria
CN006549,Blagoje,Huiting,St. Louis,Missouri,United States
CN006550,Gero,Fischer,Feldbach,Steiermark,Austria
CN006554,Bhairaam,Javan,Brownsville,Texas,United States
CN006560,Aleksandrs,Araujo,Fremont,California,United States
CN006561,Marlene,Bischof,Eisenstadt,Burgenland,Austria
CN006565,Jae-Hwa,Walker,San Jose,California,United States
CN006566,Caecilie,Simon ,Ingolstadt,Bayern,Germany
CN006569,Freya,Perkins ,Las Vegas,Nevada,United States
CN006570,Mala,Fisar,Fort Worth,Texas,United States
CN006572,Caterina,Mannik,Seattle,Washington,United States
CN006578,Bocley,Camryn,Kansas City,Missouri,United States
CN006581,Brayden,Paulet,Los Angeles,California,United States
CN006592,Asia,Parker,Jersey City,New Jersey,United States
CN006593,Adam,Mazur,Warszawa,Mazowieckie,Poland
CN006596,Mila,Mühlemann,Amsterdam,Noord-Holland,Netherlands
CN006602,Thomas,Vogl,Kapfenberg,Steiermark,Austria
CN006604,Thomas,Schütz,Wien,Wien,Austria
CN006607,Baanuraekha,Gray,Kansas City,Missouri,United States
CN006609,Martin,Deutsch,Linz,Oberösterreich,Austria
CN006611,Martin,Myers,Mesa,Arizona,United States
CN006615,Renata,Holy,Durham,North Carolina,United States
CN006619,Stefan,Bacher,Wien,Wien,Austria
CN006636,Ranjeet,Martin,San Francisco,California,United States
CN006638,Mandeep,Gupta,Batavia,New York,United States
CN006642,Bhaamini,Hoornstra,Moore,Oklahoma,United States
CN006644,Sun-Hi,Macnamara,Hempstead,New York,United States
CN006646,Margit,Banh,Los Angeles,California,United States
CN006647,Amanda,Smith,Needles,California,United States
CN006649,Chandni,Alva,Chicago,Illinois,United States
CN006652,Verona,Lee,Orlando,Florida,United States
CN006656,Ljubomir,Yli-Sirnio,Princeton,New Jersey,United States
CN006659,Janice,Jarvis,Calgary,Alberta,Canada
CN006660,Victoria,Ziegler,Sankt Andra,Kärnten,Austria
CN006661,Izan,Berg,Hibbing,Minnesota,United States
CN006662,Telma,Alvarez,Ontario,California,United States
CN006663,Lubomir,Abbasi,Staten Island,New York,United States
CN006673,Ken,Alexandrova,Milwaukee,Wisconsin,United States
CN006676,Terri,Harris,Laredo,Texas,United States
CN006677,Lea,Peter,Wien,Wien,Austria
CN006679,Roberto,Carson,Key West,Florida,United States
CN006681,Rob,Simon,Pasadena,California,United States
CN006685,Rob,Martins,Wichita,Kansas,United States
CN006686,Gail,Ross,Des Moines,Iowa,United States
CN006688,Jossef,Lo,Phoenix,Arizona,United States
CN006689,Dylan,Salazar,Winston-Salem,North Carolina,United States
CN006690,Diane,KlanCisar,Atlanta,Georgia,United States
CN006699,Gigi,Alladi,Wilmington,North Carolina,United States
CN006707,Santi,Gallinari,Roma,Lazio,Italy
CN006721,Leonie,Metzger,Maastricht,Limburg,Netherlands
CN006723,Michael,Ibarra,Huntington Beach,California,United States
CN006732,Ovidiu,Vacha,Jacksonville,Florida,United States
CN006735,Thierry,Gonzalez,Houston,Texas,United States
CN006738,Janice,Miller,Los Angeles,California,United States
CN006740,Michael,Cao,Salem,Oregon,United States
CN006746,Carlo,Giovinco,Roma,Lazio,Italy
CN006748,Lidia,Fontana,Ragusa,Sicily,Italy
CN006749,Sharon,Soderberg,Astoria,Oregon,United States
CN006755,Sebastian,Winter,Wiesbaden,Hessen,Germany
CN006760,Maria,Weinberger,Wien,Wien,Austria
CN006761,David,Jeon,Milwaukee,Wisconsin,United States
CN006764,David,Sokk,Los Angeles,California,United States
CN006765,Kevin,Putkonen,New Orleans,Louisiana,United States
CN006768,John,Smith,San Bernardino,California,United States
CN006769,Maria,Kerschbaumer,Wien,Wien,Austria
CN006774,Mary,Agafitei,Corinth,Mississippi,United States
CN006779,Wanida,Rozej,Louisville,Kentucky,United States
CN006783,Terry,Kramer,Durham,North Carolina,United States
CN006787,Sariya,Bhowmick,Ottawa,Illinois,United States
CN006799,Mary,Scott,San Jose,California,United States
CN006800,Jill,Culbertson,San Francisco,California,United States
CN006803,Mia,Schumacher,Berlin,Berlin,Germany
CN006807,James,Figueiredo,Milford,Delaware,United States
CN006809,Harrison,Gray,Detroit,Michigan,United States
CN006811,Peter,Dixit,Highland Park,Illinois,United States
CN006814,Francesca,Giordano,Roma,Lazio,Italy
CN006816,Julie,Kissling,Maastricht,Limburg,Netherlands
CN006817,Jo,Tamburello,Cape Coral,Florida,United States
CN006822,Guy,Pirvu,Anaheim,California,United States
CN006826,Mark,Dinh,Tampa,Florida,United States
CN006828,Britta,Gunes,Huntsville,Alabama,United States
CN006829,Margie,Sepp,San Diego,California,United States
CN006833,Giulia,Ferrari,Roma,Lazio,Italy
CN006835,Rebecca,Javaherian,Kansas City,Missouri,United States
CN006840,Annik,Randall,Paris,Texas,United States
CN006850,Suchitra,Laramee,Milwaukee,Wisconsin,United States
CN006853,Sacha,Thill,Rouen,Normandy,France
CN006857,Sofia,Trummer,Graz,Steiermark,Austria
CN006860,Barry,Thompson,Reno,Nevada,United States
CN006863,Andreas,Schroeder,Munich,Bayern,Germany
CN006864,Gherardo,Ricci,Roma,Lazio,Italy
CN006871,Brandon,Kelly,Baton Rouge,Louisiana,United States
CN006872,Diane,Barnes,Chesapeake,Virginia,United States
CN006873,Paula,Zechner,Wien,Wien,Austria
CN006875,Jose,Rakus,Port Angeles,Washington,United States
CN006877,Chris,Ghatak,Andalusia,Alabama,United States
CN006881,Kim,Shakiba,Cape Coral,Florida,United States
CN006889,Max,Karl,Wien,Wien,Austria
CN006892,Ed,Kane,Atlanta,Georgia,United States
CN006898,JoLynn,Masters,Glendale,Arizona,United States
CN006899,Bryan,Sheperdigian,Dallas,Texas,United States
CN006902,James,Montoya,Seattle,Washington,United States
CN006904,Patricia,Murphy,Baton Rouge,Louisiana,United States
CN006908,Sepp,Martens ,Brussels,Brussels-Capital,Belgium
CN006913,Nancy,Lopez,Seattle,Washington,United States
CN006914,Simon,Ruíz,Nashville,Tennessee,United States
CN006917,Nina,Burger,Wien,Wien,Austria
CN006918,Margie,Frye,Calgary,Alberta,Canada
CN006919,Thomas,Berry,Beacon,New York,United States
CN006932,Eugene,Dzene,Huntsville,Alabama,United States
CN006939,Renee,Thompson,Rochester,New York,United States
CN006940,Andrew,Lewis,Houston,Texas,United States
CN006953,Ruth,Drdla,Milwaukee,Wisconsin,United States
CN006954,Barry,Tapia,San Antonio,Texas,United States
CN006969,Agnes,Lehmann ,Berlin,Berlin,Germany
CN006974,Sidney,Arslan,New York,New York,United States
CN006976,Elli,de Coq,Brussels,Brussels-Capital,Belgium
CN006977,Jeffrey,Allen,Greensboro,North Carolina,United States
CN006982,Doris,Aggarwal,Baton Rouge,Louisiana,United States
CN006987,Diane,Hill,San Diego,California,United States
CN006989,Gabin,Giraud ,Paris,Île-de-France,France
CN006990,Bonnie,Caraballo,Boston,Massachusetts,United States
CN007001,Buto,Auriemma,Roma,Lazio,Italy
CN007006,Pia,Vogt,Potsdam,Brandenburg,Germany
CN007008,Taylor,Green,Madison,Wisconsin,United States
CN007013,Contessa,Silva,Palermo,Sicily,Italy
CN007016,Denise,Castro,North Chicago,Illinois,United States
CN007017,Henrike,Braun ,Berlin,Berlin,Germany
CN007018,Frank,Banerjee,Cincinnati,Ohio,United States
CN007023,Pia,Pilz,Wien,Wien,Austria
CN007028,Kendall,Moore,Fort Worth,Texas,United States
CN007031,Bob,Komosinski,Bridgeport,Connecticut,United States
CN007032,Pete,Stojkovic,Littleton,Colorado,United States
CN007034,Diane,Grgic,Los Angeles,California,United States
CN007036,John,Reed,Carbondale,Illinois,United States
CN007039,Miniato,Gatti,Roma,Lazio,Italy
CN007043,Giovanni,Azzaro,Roma,Lazio,Italy
CN007049,Maciej,Williams,Merced,California,United States
CN007052,Michael,Sykorova,North Chicago,Illinois,United States
CN007057,Otis,Schneider,Wien,Wien,Austria
CN007058,Thomas,Haas,Halle,Sachsen-Anhalt,Germany
CN007072,Randy,Kharatishvili,Huntington,New York,United States
CN007076,Karan,Smith,Andalusia,Alabama,United States
CN007080,Jay,Zamora,Fitchburg,Massachusetts,United States
CN007081,Charles,Diaz,Mineola,New York,United States
CN007085,Steve,Riekstins,Irvine,California,United States
CN007092,Blake,Lewis,Charlotte,North Carolina,United States
CN007095,Vanessa,Sommer,Dresden,Sachsen,Germany
CN007102,Alice,Graber,Aigle,Vaud,Switzerland
CN007103,David,LeBatelier,Milwaukee,Wisconsin,United States
CN007104,Michael,Authier,Arkansas City,Kansas,United States
CN007105,Rafael,Walter,Wien,Wien,Austria
CN007107,Steven,Luna,North Hempstead,New York,United States
CN007108,Carole,Valentova,Jacksonville,Florida,United States
CN007109,Bjorn,León,Oyster Bay,New York,United States
CN007111,Michiko,Bagheri,Cleveland,Ohio,United States
CN007114,Stella,Moser,Uster,Zürich,Switzerland
CN007116,Carol,Lamble,Spokane,Washington,United States
CN007133,Merav,Asef,Bartlesville,Oklahoma,United States
CN007134,Eva,Gabriel,Wien,Wien,Austria
CN007137,Reuben,Sam,Seattle,Washington,United States
CN007141,Eric,Enríquez,Greensboro,North Carolina,United States
CN007142,Sandeep,De,Fort Wayne,Indiana,United States
CN007143,Mihail,Jandhyala,Asheville,North Carolina,United States
CN007159,Jack,Gonzalez,Baton Rouge,Louisiana,United States
CN007163,Brianna,Preston,Mesa,Arizona,United States
CN007175,Lea,Schreiber,Mannheim,Baden-Württemberg,Germany
CN007176,Patrick,Lier,Phoenix,Arizona,United States
CN007184,Anna,Thurner,Wien,Wien,Austria
CN007195,Ed,Riggs,Toronto,Ontario,Canada
CN007198,Frank,Solís,Washington,North Carolina,United States
CN007205,Brian,Cartier,Bridgeport,Connecticut,United States
CN007209,Bianca,Marino ,Tivoli,Lazio,Italy
CN007211,Ryan,Thakur,Chicago,Illinois,United States
CN007212,Martin,Hödl,Salzburg,Salzburg,Austria
CN007215,Cristian,Sin,Boston,Massachusetts,United States
CN007223,Betsy,James,Charlevoix,Michigan,United States
CN007226,Viktoria,Schulze ,Ingolstadt,Bayern,Germany
CN007227,Patrick,Watters,Cedar Rapids,Iowa,United States
CN007228,Danielle,Ibrahimagic,Springfield,Missouri,United States
CN007229,Guido,Endrizzi,Roma,Lazio,Italy
CN007241,Jana,Hänggi,Morges,Vaud,Switzerland
